female,gender_not_specified,male,not_cis,asexual,bi/pan/demi_sexual,heterosexual,homosexual,queer,income,casual_dating,non_romantic_relationship,serious_dating,basic_education,graduate,undergrad,rural_location,semi_urban_location,urban_location,air_zodiac_sign,earth_zodiac_sign,fire_zodiac_sign,water_zodiac_sign,age,bio_length,likes_received,emoji_usage_rate,message_sent_count
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,25,220,90,0.34,29
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,42,496,192,0.23,93
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,53,184,84,0.46,42
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,24,240,171,0.03,97
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,43,179,124,0.28,24
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,24,62,80,0.27,69
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,34,47,98,0.04,63
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,46,74,36,0.27,51
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,58,121,27,0.49,92
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,59,199,83,0.37,36
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,24,466,4,0.59,72
0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,49,305,45,0.24,12
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,58,80,163,0.45,45
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,47,285,38,0.27,54
0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,37,436,192,0.04,22
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,36,423,14,0.15,26
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,48,206,14,0.57,100
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,31,431,156,0.18,98
0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,45,484,12,0.53,42
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,32,449,70,0.3,64
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,32,390,90,0.15,85
1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,31,310,93,0.28,56
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,40,370,104,0.23,17
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,35,231,78,0.29,85
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,57,154,105,0.21,22
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,56,491,53,0.11,12
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,20,487,118,0.16,67
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,36,363,194,0.25,17
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,57,476,31,0.07,21
0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,54,241,142,0.16,68
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,37,345,133,0.21,44
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,31,142,24,0.26,75
0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,56,395,147,0.44,41
0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,58,464,185,0.27,84
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,20,351,163,0.16,77
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,31,364,21,0.41,95
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,41,13,79,0.33,72
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,31,479,21,0.19,76
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,59,168,160,0.4,66
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,40,30,165,0.16,55
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,40,336,0,0.43,45
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,18,333,183,0.42,27
0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,28,476,135,0.22,95
0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,42,244,131,0.05,94
0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,45,265,134,0.33,79
0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,57,378,1,0.2,26
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,31,64,161,0.19,38
1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,23,239,107,0.29,60
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,35,59,78,0.13,33
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,31,55,39,0.68,67
0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,30,436,53,0.21,34
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,57,257,86,0.38,100
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,56,110,195,0.48,5
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,50,329,133,0.24,23
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,51,373,98,0.32,6
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,42,132,177,0.09,100
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,45,254,57,0.35,46
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,35,375,15,0.28,49
0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,39,173,73,0.41,98
1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,20,3,118,0.15,63
0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,25,240,184,0.31,8
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,27,443,23,0.32,91
0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,50,239,80,0.38,18
0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,24,274,114,0.17,80
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,49,373,71,0.36,32
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,46,450,139,0.53,57
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,57,188,151,0.61,78
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,59,460,68,0.16,76
0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,47,182,55,0.03,42
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,51,459,64,0.16,18
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,26,275,32,0.02,89
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,46,350,140,0.2,51
0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,24,294,75,0.14,51
0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,43,286,28,0.26,23
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,30,304,37,0.19,37
0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,28,198,0,0.41,1
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,39,179,9,0.16,74
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,49,474,151,0.1,54
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,32,497,134,0.12,36
0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,18,22,85,0.5,91
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,32,53,87,0.32,66
0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,35,12,193,0.12,69
0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,52,380,127,0.53,16
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,35,108,126,0.49,95
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,40,442,13,0.27,38
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,18,243,58,0.09,42
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,18,287,116,0.04,35
0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,48,490,148,0.34,92
0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,42,391,176,0.32,31
0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,20,137,128,0.59,25
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,48,13,8,0.32,91
0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,28,370,33,0.37,0
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,32,121,98,0.1,95
1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,47,145,116,0.21,11
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,34,385,80,0.36,38
0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,21,388,192,0.1,34
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,34,375,60,0.19,44
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,27,165,136,0.08,82
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,56,362,29,0.42,82
0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,30,205,29,0.11,27
0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,53,500,98,0.52,83
0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,39,211,71,0.22,88
0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,23,290,19,0.26,91
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,24,451,34,0.08,46
0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,22,492,129,0.31,21
0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,19,372,150,0.22,80
0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,56,187,67,0.2,51
0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,47,195,130,0.5,46
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,45,166,24,0.59,79
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,22,255,23,0.52,99
0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,54,237,82,0.29,76
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,42,178,78,0.21,52
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,53,78,186,0.37,64
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,38,12,47,0.48,21
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,21,246,14,0.27,88
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,22,125,43,0.31,75
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,47,477,49,0.66,52
0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,39,332,7,0.23,41
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,23,30,81,0.14,6
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,59,111,82,0.19,21
0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,30,140,81,0.01,14
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,47,341,154,0.34,54
0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,59,442,198,0.05,33
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,21,345,200,0.3,21
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,39,460,198,0.42,78
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,45,278,156,0.08,84
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,57,404,97,0.19,62
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,42,250,137,0.44,10
0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,57,455,146,0.11,16
0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,48,426,84,0.03,59
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,41,55,95,0.31,71
1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,42,138,72,0.4,100
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,40,377,132,0.26,6
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,34,427,116,0.48,18
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,50,452,154,0.36,33
0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,51,66,115,0.04,23
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,50,339,72,0.14,84
0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,20,398,87,0.33,89
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,37,294,161,0.26,37
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,45,53,9,0.3,0
0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,24,381,71,0.3,5
0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,32,16,166,0.41,57
0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,22,13,168,0.48,91
0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,43,84,186,0.11,46
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,18,368,25,0.22,83
0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,30,494,183,0.14,82
0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,35,220,94,0.17,60
0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,35,344,89,0.42,58
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,19,91,91,0.32,92
0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,50,285,196,0.18,84
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,56,394,144,0.21,62
1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,32,245,49,0.23,55
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,29,467,150,0.21,37
0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,59,200,72,0.08,1
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,33,213,190,0.21,8
1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,57,209,14,0.18,31
1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,23,65,199,0.3,3
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,34,31,49,0.15,97
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,23,304,75,0.39,25
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,47,408,32,0.08,26
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,48,381,131,0.22,45
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,18,478,193,0.1,67
0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,46,368,7,0.25,18
1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,56,197,131,0.08,20
0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,48,104,63,0.22,99
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,48,466,5,0.46,1
0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,58,4,161,0.73,30
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,51,181,183,0.08,2
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,43,336,108,0.29,31
1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,28,417,159,0.35,69
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,48,40,11,0.17,51
0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,42,281,17,0.14,91
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,25,165,39,0.32,80
0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,54,49,97,0.73,36
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,26,90,134,0.04,94
0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,27,219,120,0.5,16
0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,30,418,46,0.14,52
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,50,326,63,0.4,65
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,28,462,47,0.08,18
0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,35,67,200,0.47,2
0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,23,127,169,0.32,93
0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,40,83,147,0.16,26
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,54,271,149,0.38,33
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,24,347,186,0.35,70
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,38,322,99,0.26,11
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,29,454,152,0.21,21
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,28,162,25,0.13,63
1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,27,59,22,0.13,70
0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,34,472,10,0.1,86
0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,55,121,76,0.32,49
0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,30,67,115,0.31,35
0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,33,395,76,0.32,52
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,26,263,132,0.35,16
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,31,318,42,0.48,75
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,38,239,71,0.27,98
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,40,372,127,0.4,69
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,29,349,39,0.27,88
0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,29,1,103,0.41,100
0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,54,156,97,0.28,63
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,50,344,165,0.62,8
0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,21,197,66,0.09,50
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,39,359,106,0.26,72
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,47,474,109,0.66,68
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,27,65,49,0.22,10
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,31,357,45,0.27,30
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,44,345,43,0.14,52
0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,19,191,113,0.19,90
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,47,258,85,0.48,37
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,43,170,58,0.4,93
1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,58,173,40,0.55,4
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,38,295,141,0.46,5
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,20,454,156,0.53,4
1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,56,296,20,0.08,93
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,44,107,116,0.2,50
0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,34,333,132,0.4,14
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,45,13,16,0.14,79
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,52,393,135,0.3,99
0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,28,230,51,0.22,24
1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,49,212,173,0.21,67
0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,31,235,167,0.4,86
0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,53,409,27,0.54,9
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,43,105,13,0.21,52
1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,24,228,155,0.16,3
0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,28,78,66,0.58,61
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,57,167,119,0.22,74
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,21,12,148,0.13,41
0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,43,294,46,0.33,100
0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,53,464,17,0.43,1
0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,27,421,85,0.07,81
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,51,338,138,0.58,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,54,237,174,0.38,47
0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,19,472,53,0.28,54
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,52,238,61,0.29,21
1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,26,479,51,0.13,21
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,49,420,47,0.77,66
0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,56,183,105,0.34,15
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,41,252,72,0.1,93
0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,46,431,94,0.26,36
